vlgiitr NTM reference — associative recall
Config: N=128, M=20, controller=100, heads=1
Task: seq_width=6, seq_len=3, items=[2,6)
Training: 100000 iters, RMSprop lr=0.0001 alpha=0.95 momentum=0.9, clip=10
Seed: 42

Model parameters: 67,538

/Users/admin/code/idris-ml/bench/reference/vlgiitr/ntm/modules/head.py:71: UserWarning: Implicit dimension choice for softmax has been deprecated. Change the call to include dim=X as an argument.
  s = F.softmax(self.shift_weighting_fc(controller_state))
iter  90500: loss=0.0334  bit_error=0.02  (61.5 it/s, 1472s elapsed)
iter  91000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1480s elapsed)
iter  91500: loss=0.0418  bit_error=0.02  (61.5 it/s, 1488s elapsed)
iter  92000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1496s elapsed)
iter  92500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1504s elapsed)
iter  93000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1512s elapsed)
iter  93500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1520s elapsed)
iter  94000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1529s elapsed)
iter  94500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1537s elapsed)
iter  95000: loss=0.0362  bit_error=0.04  (61.5 it/s, 1545s elapsed)
iter  95500: loss=0.0124  bit_error=0.03  (61.5 it/s, 1553s elapsed)
iter  96000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1561s elapsed)
iter  96500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1569s elapsed)
iter  97000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1578s elapsed)
iter  97500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1586s elapsed)
iter  98000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1594s elapsed)
iter  98500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1602s elapsed)
iter  99000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1610s elapsed)
iter  99500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1618s elapsed)
iter 100000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1626s elapsed)

Training complete in 1626s (27.1min)

Evaluation (10 trials each):
  2 items: 100.0%
  3 items: 100.0%
  4 items: 100.0%
  5 items: 100.0%
  6 items: 100.0%
